entry_time,exit_time,side,entry_price,exit_price,qty,bars_held,score_at_entry,pnl,return_pct,exit_reason
2025-10-07 14:00:00+00:00,2025-10-08 08:00:00+00:00,SHORT,122730.7368,122813.95899224046,0.016217913123813807,18,3.2,-3.739023810352169,-0.0018784944646058801,stop
2025-10-08 14:00:00+00:00,2025-10-08 16:00:00+00:00,SHORT,122262.12199199999,123196.37831999999,0.016273962762203567,2,4.0,-17.600802188471384,-0.008846005701242216,signal
2025-10-08 17:00:00+00:00,2025-10-09 01:00:00+00:00,LONG,124188.86167199998,122628.4635187948,0.016018765843977417,8,-3.6,-27.36787800264954,-0.013757180195692718,stop
2025-10-09 02:00:00+00:00,2025-10-09 11:00:00+00:00,SHORT,121552.450184,122785.39858942686,0.016295045278627587,9,3.3,-22.479847878069542,-0.01134943074041383,stop
2025-10-09 12:00:00+00:00,2025-10-09 13:00:00+00:00,LONG,123704.88479999999,122394.07120225101,0.016000781035783198,1,-2.9,-23.33670666118463,-0.011789938398215329,stop
2025-10-09 14:00:00+00:00,2025-10-10 00:00:00+00:00,SHORT,121280.94756,121953.38286513604,0.016256029812447812,10,-2.3,-13.303543083314946,-0.006747769702131105,stop
2025-10-10 02:00:00+00:00,2025-10-10 13:00:00+00:00,SHORT,121027.45052,122389.42640627419,0.016268111992015798,11,3.2,-24.53273605708346,-0.012460198128198593,stop
2025-10-10 14:00:00+00:00,2025-10-10 19:00:00+00:00,SHORT,120427.610776,117205.65240757624,0.016308431966212067,5,-4.9,50.219833306083515,0.02557036871088787,tp
2025-10-10 20:00:00+00:00,2025-10-10 21:00:00+00:00,SHORT,114225.876136,109002.2611776454,0.017281735938111206,1,-4.4,87.95847251884557,0.04455801301892865,tp
2025-10-10 22:00:00+00:00,2025-10-12 06:00:00+00:00,SHORT,113923.54819199999,112150.88545586128,0.017481890982480583,32,-4.1000000000000005,28.618171540107852,0.014369444262665145,stop
2025-10-12 07:00:00+00:00,2025-10-12 14:00:00+00:00,SHORT,111528.7056,112458.99528,0.017908556317275975,7,4.5,-19.066922939012663,-0.009546262505246915,signal
2025-10-12 15:00:00+00:00,2025-10-13 04:00:00+00:00,LONG,113336.786952,114699.76672,0.01761740376814361,13,-3.7,21.601717676705444,0.010818710047922066,signal
2025-10-13 06:00:00+00:00,2025-10-13 11:00:00+00:00,LONG,115380.08028,113676.30086102017,0.017342887372513657,5,-3.2,-31.931953983024506,-0.015957808689301096,stop
2025-10-13 13:00:00+00:00,2025-10-13 14:00:00+00:00,LONG,115544.79194399998,113927.31998621309,0.017262848492427953,1,-4.0,-30.298978728919256,-0.015190258214283504,stop
2025-10-13 17:00:00+00:00,2025-10-14 01:00:00+00:00,LONG,115204.43987999999,114265.034784,0.017261206216595,8,-4.0,-18.591817036529427,-0.0093493513090321,signal
2025-10-14 02:00:00+00:00,2025-10-14 13:00:00+00:00,SHORT,113612.787,110099.75763649448,0.017442341594006823,11,-4.7,58.934215814590985,0.029739626374306057,tp
2025-10-14 14:00:00+00:00,2025-10-14 16:00:00+00:00,SHORT,111388.08818400001,113129.81642122395,0.017896441948950417,2,-4.7,-33.58158127608645,-0.016845957324336337,stop
2025-10-14 18:00:00+00:00,2025-10-16 16:00:00+00:00,SHORT,112813.26712799999,108132.3726961841,0.017610867598871344,46,-5.2,80.09998543730877,0.04031730632143438,tp
2025-10-16 17:00:00+00:00,2025-10-17 15:00:00+00:00,SHORT,108229.077416,106829.25973723122,0.01850470076705125,22,-4.7,23.515453168156526,0.011741601303615843,stop
2025-10-17 16:00:00+00:00,2025-10-19 09:00:00+00:00,SHORT,106306.876408,107552.6101833158,0.01888350112304834,41,4.5,-25.946864658328266,-0.012925311265821308,stop
2025-10-19 14:00:00+00:00,2025-10-20 00:00:00+00:00,LONG,108520.92734399998,108022.63608451339,0.0184800022439113,10,2.9,-11.609458916271693,-0.00578890554033248,stop
2025-10-20 02:00:00+00:00,2025-10-20 03:00:00+00:00,LONG,108892.99475999999,108508.71339209696,0.018395519711315672,1,5.7,-9.468585922502754,-0.004726864147034692,stop
2025-10-20 04:00:00+00:00,2025-10-21 01:00:00+00:00,LONG,110544.04454399999,109774.04501669003,0.01810362564196723,21,-4.0,-16.332916916247378,-0.008161365768440624,stop
2025-10-21 02:00:00+00:00,2025-10-21 12:00:00+00:00,SHORT,109464.887976,109221.01195269078,0.01822305424955204,10,-4.7,2.0530909921213136,0.0010292294217366309,stop
